group_no,matched_by,id,source_platform,title,cover_url,유지추천,추천근거,표지해상도(px),비고
108,both,9ce14d9c-44b4-4028-abf2-22642fbe9f07,african_storybook,Little Jojo's Long Tall Tale,https://africanstorybook.org/illustrations/covers/19923.png,,팀장 판단(해상도 동률 2권),38400,
109,title,29d0d46a-6d8c-4793-93da-43789f143ab3,bloom,Little Painters,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f5e6546b9-dea5-4d32-80dd-ce5e29fb0b35%2fbloomdigital%2fimage1.jpg,,,324600,
109,title,6001f88c-4de1-43c5-b8b8-aeb80fc8754d,gdl,Little Painters,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015459-7c82e3c3967af7cd0fc0bc6c6c18d468-960a52edbe1f105afbada160eef53e45.jpg,Y,최대 해상도,906255,
110,title,cdd9dc87-2303-4542-9b28-9d3a3eafa94f,gdl,"Look out, Luthando",https://content.digitallibrary.io/wp-content/uploads/2023/04/35417-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,5579044,
110,title,4fd1c428-bf99-47b0-9da0-26161c91cd4c,book_dash,"Look out, Luthando!",https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-look-out-luthando.webp,Y,오디오 보유,360000,
111,title,bc6ccfd8-f790-40c5-ac4e-74392d830b4e,gdl,Look Up,https://content.digitallibrary.io/wp-content/uploads/2023/04/34682-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,421001,
111,title,0cb08289-1f83-4070-bd84-ab447c1ae6cd,book_dash,Look up!,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-look-up.webp,Y,book_dash,360000,
112,title,b00a5b46-7616-4373-a9a7-58c1b176c386,book_dash,Lory Dory,https://bookdash.github.io/bookdash-books/lory-dory/en/images/cover.jpg,Y,오디오 보유,5583769,
112,title,ec546d5e-90ef-4a9d-9c91-9abc201d808d,african_storybook,Lory Dory,https://africanstorybook.org/illustrations/covers/15523.png,,,38400,
113,title,716f8b16-3b8c-457e-bbd5-3fc6c8e4f228,african_storybook,Losing my mother,https://africanstorybook.org/illustrations/covers/24580.png,,팀장 판단(해상도 동률 2권),38400,
113,title,af924b5f-c8ea-4ede-ae83-6f37a440277a,african_storybook,Losing my mother,https://africanstorybook.org/illustrations/covers/32049.png,,팀장 판단(해상도 동률 2권),38400,
114,title,92ff2e4b-2f51-4d7b-bfc3-d88b762ae52e,gdl,Lost and Found,https://content.digitallibrary.io/wp-content/uploads/2023/04/35397-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,157896,
114,title,fb98c905-9a71-4d1f-a327-f29b41288f80,bloom,Lost and Found,https://s3.amazonaws.com/bloomharvest/cara_ediger%40sil-lead.org%2f6c0fbc11-808d-4c80-93b0-6dea501c0809%2fbloomdigital%2fSWPB_7_lost-and-found_Page_02_Image_0001.png,Y,최대 해상도,171600,
115,title,0c1d19fe-f40c-4b5f-8bfb-65d5526e4a0c,book_dash,Maddy Moona's Menagerie,https://bookdash.github.io/bookdash-books/maddy-moona/en/images/cover.jpg,Y,오디오 보유,610700,
115,title,43f338bd-36a8-44a1-9f84-0e82902b07d1,gdl,Maddy Moona’s Menagerie,https://content.digitallibrary.io/wp-content/uploads/2023/04/36159-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,204750,
116,title,0f74581b-05d4-4e98-9ab5-51418f331774,bloom,"Meet More Family. Phase 1, Unit 5, Game 5B Mvskoke Growing Bilingual Community",https://s3.amazonaws.com/bloomharvest/ByEnXdfdD0%2f1774439935608%2fbloomdigital%2f503%20%283%29.png,,,696711,
116,title,aa250fc3-be01-4185-b6e0-d9965944bb3f,bloom,"Meet the Family Phase 1, Unit 5, Game 5 Mvskoke Growing Bilingual Community",https://s3.amazonaws.com/bloomharvest/TRf7cMtbtW%2f1760473910423%2fbloomdigital%2fCover%2C%20Kinship1.png,Y,최대 해상도,719000,
117,title,a8ee34b2-3b55-407b-9630-c91e3acf3e0e,book_dash,Miss Helen's Magical World,https://bookdash.github.io/bookdash-books/miss-helens-magical-world/en/images/cover.jpg,Y,오디오 보유,620944,
117,title,25553f8a-e7b0-4aab-b6ad-ad572162cb00,african_storybook,Miss Helen’S Magical World,https://africanstorybook.org/illustrations/covers/8907.png,,,38400,
118,title,0c2d62fa-054c-4f3a-901a-86eb4933fab1,book_dash,MUD!,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-mud.webp,Y,오디오 보유,360000,
118,title,b62bfe7b-7f91-48d4-b5ca-06531de7754a,bloom,MUD!,https://s3.amazonaws.com/bloomharvest/vCYksr4857%2f1747184031143%2fbloomdigital%2fmud_page3.jpg,,,819200,
119,both,386628e1-1d9f-4b48-9cb0-62f256166277,african_storybook,My Baby Boy,https://africanstorybook.org/illustrations/covers/9668.png,,팀장 판단(해상도 동률 2권),38400,
119,both,8be8b3d1-cda2-49db-8b85-0bad894e3cdf,african_storybook,My Baby Boy.,https://africanstorybook.org/illustrations/covers/10142.png,,팀장 판단(해상도 동률 2권),38400,
120,title,2a5da6b4-6cc9-42cf-ba53-c680f15f2b02,african_storybook,My first day at school,https://africanstorybook.org/illustrations/covers/24617.png,,팀장 판단(해상도 동률 2권),38400,
120,title,f1d0568a-cf50-46ed-823a-4730207d2557,african_storybook,My first day at school,https://africanstorybook.org/illustrations/covers/24018.png,,팀장 판단(해상도 동률 2권),38400,
121,both,2d0a0b08-b138-4eaa-940a-60eeaaf9b153,african_storybook,"My Friend, My Enemy",https://africanstorybook.org/illustrations/covers/21786.png,,팀장 판단(해상도 동률 2권),38400,
121,both,db8c7fc1-130b-43f8-9c7b-98db4850c36b,african_storybook,"My friend, my enemy",https://africanstorybook.org/illustrations/covers/36064.png,,팀장 판단(해상도 동률 2권),38400,
122,title,5d3f4bf4-32a9-4ab3-9af3-174c112b8b0f,gdl,My Friends,https://content.digitallibrary.io/wp-content/uploads/2023/04/34804-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,157896,
122,title,add64ba2-8b81-4e70-9644-2da074293485,bloom,My Friends,https://s3.amazonaws.com/bloomharvest/nFin7fIWFL%2f1767611282486%2fbloomdigital%2fSWPB_77-my-friends_Page_02_Image_1.png,Y,최대 해상도,880640,
123,title,27dc97a7-d6b4-4996-afdd-7969cf37d7bd,gdl,No Pigs Allowed,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201014467-7c82e3c3967af7cd0fc0bc6c6c18d468-228eda8c4e1bbe488906812c95b1387b.jpg,,,345600,
123,title,405a6862-2189-498e-9cbc-fb1f15060434,bloom,No Pigs Allowed,https://s3.amazonaws.com/bloomharvest/intern%40littlezebrabooks.com%2f9dace09b-04f4-4a5a-9787-c25544ab4046%2fbloomdigital%2fNo%20Pigs%201.png,Y,최대 해상도,360000,
124,title,00e8d280-7b14-4bda-ab1c-a8943eefa763,gdl,Noisy Crows,https://content.digitallibrary.io/wp-content/uploads/2023/04/35275-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,473224,
124,title,83a8d5f8-9dc4-4b98-89e8-65452a72df00,bloom,Noisy Crows,https://s3.amazonaws.com/bloomharvest/tFoONFPawq%2f1767613385808%2fbloomdigital%2fSWPB_117-noisy-crows_Page_02_Image_111.png,Y,최대 해상도,887626,
125,cover,f70139ec-ba3b-4168-8317-36633d2ec977,african_storybook,Rabbit Under the Tree,https://africanstorybook.org/illustrations/covers/7734.png,,팀장 판단(해상도 동률 2권),38400,
125,cover,4d92c034-3e13-4dd6-94d8-f32e4c3a9e85,african_storybook,Run Rabbit Run!,https://africanstorybook.org/illustrations/covers/20888.png,,팀장 판단(해상도 동률 2권),38400,
126,title,588f10b2-7f91-49ea-9fe7-8042c25e6429,bloom,"Rain, Rain",https://s3.amazonaws.com/bloomharvest/lumimaftei%40gmail.com%2f7edab369-1311-40fa-acba-3c3d7c23a9ce%2fbloomdigital%2fSWPB_115-rain-rain_Page_02_Image_00011.jpg,,,219833,
126,title,91ca475a-2820-4e18-b37a-c3ba01a0684b,gdl,"Rain, Rain",https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015633-7c82e3c3967af7cd0fc0bc6c6c18d468-16a5b7e68a5ee0ec23344d788b44f46d.jpg,Y,최대 해상도,440181,
127,both,09667119-2bc8-4e61-831a-67b1a0985c25,african_storybook,Result of famine,https://africanstorybook.org/illustrations/covers/23938.png,,팀장 판단(해상도 동률 2권),38400,
127,both,33e3511c-1d90-42bd-abb6-fcdf93f8e066,african_storybook,Result of famine,https://africanstorybook.org/illustrations/covers/23170.png,,팀장 판단(해상도 동률 2권),38400,
128,title,67704acc-039e-4e3d-badb-752dd03a0634,gdl,Rimi's Red Book,https://content.digitallibrary.io/wp-content/uploads/2023/04/34948-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,Y,최대 해상도,440271,
128,title,17fe05c6-a393-4bcb-ac54-01fe189266cb,gdl,Rimis Red Book,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201021149-7c82e3c3967af7cd0fc0bc6c6c18d468-60414d21d8ac035ae3006223b2707fc4.jpg,,,440181,
129,title,4fd38ba5-cc25-466b-bfff-4dd735dcdad8,african_storybook,Salemka'an spends her day with wind,https://africanstorybook.org/illustrations/covers/32920.png,,팀장 판단(해상도 동률 2권),38400,
129,title,d014cede-54d3-434d-b00f-5e92dab9b37a,african_storybook,Salemka'an spends her day with wind,https://africanstorybook.org/illustrations/covers/24754.png,,팀장 판단(해상도 동률 2권),38400,
130,identical_file+cover+title,15feb865-75a8-4bad-81ba-4adf9f3ab7f4,african_storybook,Sara's Canoe,https://africanstorybook.org/illustrations/covers/35250.png,,팀장 판단(해상도 동률 2권),38400,
130,identical_file+cover+title,f2cf58ee-fb49-4660-a359-28f77bbd0db8,african_storybook,Sara's Canoe,https://africanstorybook.org/illustrations/covers/35255.png,,팀장 판단(해상도 동률 2권),38400,
131,cover,8dce9633-5fd0-424e-b665-c0cd9e2caff1,african_storybook,Saying Thank You!,https://africanstorybook.org/illustrations/covers/21788.png,,팀장 판단(해상도 동률 2권),38400,
131,cover,454aff3b-6deb-4aca-96ef-04bbcfe2f5cf,african_storybook,Who Was Grateful?,https://africanstorybook.org/illustrations/covers/21394.png,,팀장 판단(해상도 동률 2권),38400,
132,title,120b3f23-0c19-4015-93c6-b813f8751366,bloom,Scared Tumi,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f68b95512-d7ca-4520-8201-8225f342d018%2fbloomdigital%2fimage121.png,,,243600,
132,title,ae24c5e9-4f8c-4904-b478-3b85e7673dfb,book_dash,Scared Tumi,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-scared-tumi.webp,Y,오디오 보유,360000,
133,title,3a754c56-7d6a-4fac-868f-10f28a0f4b1c,african_storybook,Share It Fair!,https://africanstorybook.org/illustrations/covers/16510.png,,,38400,
133,title,d22d86ca-1907-45a0-a459-352b82ab1ecb,gdl,Share it Fair!,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20210436878-2d53fe4545becd5d894854649e3e2f40-image_1.jpg,Y,최대 해상도,440181,
134,title,a202b4da-f27e-4af2-bde5-6ae05de39d69,book_dash,Shhhhh!,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-shhhhh.webp,Y,book_dash,360000,
134,title,afcfab79-101e-41b8-8256-35fa3605c92e,gdl,Shhhhh!,https://content.digitallibrary.io/wp-content/uploads/2023/04/35065-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,582607,
135,cover,e3b3c3a0-eeac-472d-b45f-8a823a7a2bc5,gdl,Sister Where Does the Sun Go at Night?,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015931-7c82e3c3967af7cd0fc0bc6c6c18d468-707990fb8e2fd28034dce1bae0d463de.jpg,,팀장 판단(해상도 동률 2권),905296,
135,cover,165a0db8-edef-4af6-865f-530bc28b7e9f,gdl,Sister! Sister! Where Does the Sun Go at Night?,https://content.digitallibrary.io/wp-content/uploads/2023/04/36152-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,팀장 판단(해상도 동률 2권),905296,
136,identical_file+cover+title,3f09c4cd-9b0a-421d-bacd-09c74cf7efe7,gdl,"Sister, Sister, Why Don't Things Fall Up?",https://content.digitallibrary.io/wp-content/uploads/2023/04/34977-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,팀장 판단(해상도 동률 2권),905296,
136,identical_file+cover+title,14b63f32-f767-4af5-9fb8-df4e333828e3,gdl,"Sister, Sister, Why Don’t Things Fall Up?",https://content.digitallibrary.io/wp-content/uploads/2023/04/36171-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,팀장 판단(해상도 동률 2권),905296,
137,title,25866d95-5b6c-43f2-912d-845a0f851489,african_storybook,Sizwe's Smile,https://africanstorybook.org/illustrations/covers/8978.png,,,38400,
137,title,bf1cb69a-e1bf-4682-bdbf-c26422073983,book_dash,Sizwe's Smile,https://bookdash.github.io/bookdash-books/sizwes-smile/en/images/cover.jpg,Y,오디오 보유,620944,
138,title,3eeac8ec-6dd8-4b57-b61b-e79af2c5f991,bloom,Small Bird's BIG Adventure,https://s3.amazonaws.com/bloomharvest/dkarimova%40ueep.rti.org%2ff434f1f2-d9d6-4ce3-bd52-716faee82a65%2fbloomdigital%2fimage2.png,,,360000,
138,title,aa1ec813-f9b6-4eda-a28d-2b9d3517f191,book_dash,Small Bird’s Big Adventure,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-small-birds-big-adventure.webp,Y,오디오 보유,321489,
139,title,7b80e0fc-0a94-47d3-bb8d-26c82901f498,gdl,Sniffles the Crocodile and Punch the Butterfly,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015791-7c82e3c3967af7cd0fc0bc6c6c18d468-e95ceed0c86ffcb0296f0b19aeaae54d.jpg,Y,최대 해상도,440181,
139,title,c6209430-b237-4d0c-b6bb-ed764563e3a1,african_storybook,Sniffles the Crocodile and Punch the Butterfly,https://africanstorybook.org/illustrations/covers/2940.png,,,38400,
140,both,1d472d72-745a-491b-8125-b65786868376,african_storybook,The Baboons That Went This Way and That,https://africanstorybook.org/illustrations/covers/2605.png,,팀장 판단(해상도 동률 2권),38400,
140,both,dc04b505-c15b-42f5-b964-d04b8b1b7912,african_storybook,The Baboons That Went This Way and That,https://africanstorybook.org/illustrations/covers/2609.png,,팀장 판단(해상도 동률 2권),38400,
141,title,12387fa9-666c-452a-93a8-5e3bd1f5b8e5,gdl,The Best Nest,https://content.digitallibrary.io/wp-content/uploads/2023/04/35437-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,320400,
141,title,52c0a717-7afc-41cc-9a3e-b947f0f1c376,book_dash,The Best Nest,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-the-best-nest.webp,Y,오디오 보유,360000,
142,title,d6ab2a25-4550-43f5-8d8c-39ec133b52f2,book_dash,The Box,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-the-box.webp,Y,book_dash,360000,
142,title,fb5359bc-5c00-4256-89a8-9ef935799e98,gdl,The Box,https://content.digitallibrary.io/wp-content/uploads/2023/04/35005-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,58555,
143,title,97f8e962-d3f8-4b3b-b4af-31770bf027d3,bloom,The day the Sun went away,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f8cbf55b5-c0de-490c-84c4-d3dc73bf34cc%2fbloomdigital%2fASP_101_day_the_sun_went_away_0_Page_02_Image_0001.png,Y,최대 해상도,358801,
143,title,f7c754cf-047a-4fb9-ac3b-3601e1ca036c,african_storybook,The Day the Sun Went Away,https://africanstorybook.org/illustrations/covers/14771.png,,,38400,
144,title,12199f9d-e094-4440-a958-3168cf5417d8,bloom,The Lord is My Shepherd,https://s3.amazonaws.com/bloomharvest/hD8Ho8eNdv%2f1753294859695%2fbloomdigital%2fPsalm%2023-7.png,Y,최대 해상도,836466,
144,title,6f2ff944-ffd5-42cd-9d00-dcd6a1af93dc,african_storybook,The Lord is My Shepherd,https://africanstorybook.org/illustrations/covers/32352.png,,,38400,
145,title,8c712417-f726-414c-860a-accf1595e96d,gdl,The Race,https://content.digitallibrary.io/wp-content/uploads/2023/04/35558-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,Y,최대 해상도,184016,
145,title,df155c4f-f6ff-4e09-a772-721a7b4fde00,african_storybook,The Race,https://africanstorybook.org/illustrations/covers/9299.png,,,38400,
146,title,57eadf0f-e621-498d-8ae7-d01f78f49071,book_dash,The Rainbow Cloud,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-the-rainbow-cloud.webp,Y,book_dash,321489,
146,title,fff653a2-3ef2-4f72-8ee3-725eb4e8b7a2,african_storybook,The Rainbow Cloud,https://africanstorybook.org/illustrations/covers/20579.png,,,38400,
147,title,5f328534-f027-44be-ab80-5168182ebe63,african_storybook,The Rich Fool,https://africanstorybook.org/illustrations/covers/15838.png,,팀장 판단(해상도 동률 2권),38400,
147,title,a240fd0a-137f-425a-8949-3c5380def49d,african_storybook,The Rich Fool,https://africanstorybook.org/illustrations/covers/31542.png,,팀장 판단(해상도 동률 2권),38400,
148,both,6460a2b4-baff-4480-9846-92bb643b9652,bloom,The Three Little Kittens,https://s3.amazonaws.com/bloomharvest/7YWHmKnmy5%2f1780245121490%2fbloomdigital%2fimage.jpg,,,370901,
148,both,aabe62b8-ec5e-4567-ac74-b0a806789470,gdl,The Three Little Kittens,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201021045-7c82e3c3967af7cd0fc0bc6c6c18d468-3fe646a61627e3019e5bc3d65dbb0a1f.jpg,Y,최대 해상도,440181,
149,title,72debae3-48eb-4f20-be54-c4933527c653,african_storybook,The Tree That Saved the Village of Ombalantu,https://africanstorybook.org/illustrations/covers/2716.png,,팀장 판단(해상도 동률 2권),38400,
149,title,b90ac900-6fb8-4f74-abd6-740956e31f99,african_storybook,The Tree That Saved the Village of Ombalantu,https://africanstorybook.org/illustrations/covers/2724.png,,팀장 판단(해상도 동률 2권),38400,
150,identical_file+title,0c26d08b-7e8b-434d-88a0-2e542c45d61f,bloom,They Can Do Many Things,https://s3.amazonaws.com/bloomharvest/lohorungkushal%40gmail.com%2f985f9b3a-bd32-4eaa-938a-a47c694c1ad7%2fbloomdigital%2fimage1.jpg,Y,최대 해상도 (표지 오적재 판 제외),358801,
150,identical_file+title,98ea493b-9d0f-445f-94b1-58ec6939d8cf,bloom,They Can Do Many Things,https://s3.amazonaws.com/bloomharvest/bethann_carlson%40sil.org%2f8512c734-aac8-4424-9b3e-02effb605e2b%2fbloomdigital%2fimage2.jpg,,,358200,표지 재적재 필요
151,title,a9a70a16-fdb8-4e91-8baa-ec2670e5cf7b,bloom,Things we Can Do,https://s3.amazonaws.com/bloomharvest/bethann_carlson%40sil.org%2f6e57e9aa-063f-463d-ad3a-9df3e6e31da7%2fbloomdigital%2fASP_291_Things_we_can_do_Page_01_Image_0001.png,,,261000,
151,title,f23b5ca4-9265-4e85-859d-ee7dc6f7ba22,bloom,Things we Can Do,https://s3.amazonaws.com/bloomharvest/bethann_carlson%40sil.org%2fdf927817-5ffe-4f14-ac97-13a96b408b22%2fbloomdigital%2fASP_291_Things_we_can_do_Page_02_Image_0001.png,Y,최대 해상도,265200,
152,title,2523a201-3606-4b02-91cc-290042580f3c,gdl,This and That,https://content.digitallibrary.io/wp-content/uploads/2023/04/34762-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,Y,최대 해상도,440181,
152,title,42253224-e384-4faf-991b-cfc087e7f612,bloom,This and That,https://s3.amazonaws.com/bloomharvest/librarian%40bloomlibrary.org%2f6c784ea2-cfa2-4246-b1a3-c78401dc3a37%2fbloomdigital%2fSWPB_228-this-and-that_Page_02_Image_0001.png,,,193200,
153,title,c6ebf5c0-46f9-407a-a0bf-d0033ba0b6e8,gdl,Tikky! Boom! Tish!,https://content.digitallibrary.io/wp-content/uploads/2023/04/34830-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,126060,
153,title,d66510fc-0cef-4a91-bf52-696a4ebb1ff4,book_dash,Tikky! Boom! Tish!,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-tikky-boom-tish.webp,Y,오디오 보유,360000,
154,title,1120dbb4-ffcf-4ccf-80d6-c8fa7dacd9dd,bloom,Timmy and Pepe,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f25ce9a8d-58d0-4577-838e-46fa897822ae%2fbloomdigital%2f411-girl-and-pet-dog.jpg,,,171314,
154,title,bdd78464-cdc9-47f5-9225-848c1d67218b,bloom,Timmy and Pepe,https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2fa4fb7830-77c8-4022-af2a-2c7672f7d20b%2fbloomdigital%2f412-girl-with-dog1.jpg,Y,최대 해상도,192878,
155,title,bbc90a08-3cca-4e34-8c98-54234917e04b,gdl,Tone's Big Drop,https://content.digitallibrary.io/wp-content/uploads/2023/04/34943-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,240975,
155,title,6db82984-8673-4b0f-aafb-662c40a71398,book_dash,Tone’s Big Drop,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-tones-big-drop.webp,Y,오디오 보유,321489,
156,title,31e3c5bb-d381-48d9-8efb-4453c98c32c6,bloom,Too Big! Too Small!,https://s3.amazonaws.com/bloomharvest/HR29rbSUlL%2f1760347315887%2fbloomdigital%2fPicture2.jpg,Y,최대 해상도,480960,
156,title,7483dd9a-30ae-42db-bcf9-1a8c42117f1d,gdl,"Too Big, Too Small",https://content.digitallibrary.io/wp-content/uploads/2023/04/34750-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,440181,
157,title,f5f9e055-ce9a-4eb9-bcbe-056ddc7deed5,book_dash,Tortoise Finds His Home,https://bookdash.github.io/bookdash-books/tortoise-finds-his-home/en/images/cover.jpg,Y,오디오 보유,2480625,
157,title,8b6cc55e-93f3-4844-80ab-fa597f0c7043,bloom,Tortoise Finds his House,https://s3.amazonaws.com/bloomharvest/marian_hagg%40sil.org%2f50a63a0a-6a95-4ea0-bd43-f6d1ba27457b%2fbloomdigital%2fASP_40-Tortoise_finds_his_house_Page_01_Image_2.png,,,319200,
158,title,2cd15b61-2bc1-42a6-94b5-5934eb13b7ea,book_dash,Tumi Goes to the Park,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-tumi-goes-to-the-park.webp,Y,오디오 보유,321489,
158,title,32d4b15b-facd-455b-9521-cf1c3d2117c5,gdl,Tumi Goes to the Park,https://content.digitallibrary.io/wp-content/uploads/2023/04/35686-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,198790,
159,title,56ba1664-c04f-4478-933a-e98c6d83d690,african_storybook,"Vayu, the Wind",https://africanstorybook.org/illustrations/covers/2454.png,,,38400,
159,title,65e5ffd9-8e6f-46ab-8f3a-49174d51f192,bloom,"Vayu, the Wind",https://s3.amazonaws.com/bloomharvest/okuukeremetbooks%40gmail.com%2f4ffbc553-75ba-4499-84c4-3de5c923a3a5%2fbloomdigital%2fVayu%2C%20the%20Wind_Page%2003.jpg,Y,최대 해상도,256372,
160,title,30c86683-ab98-4634-b543-9fdf08ba95f6,bloom,Watch Out! The Tiger is Here!,https://s3.amazonaws.com/bloomharvest/MvN81OREsZ%2f1769689665149%2fbloomdigital%2fimage1.jpg,Y,최대 해상도,495726,
160,title,f9a7cc69-398d-4bbf-b911-2500a0cbb7b9,gdl,Watch Out! The Tiger is Here!,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201021553-7c82e3c3967af7cd0fc0bc6c6c18d468-445b67d7f4a9cf54a05086d2112db303.jpg,,,443058,
161,title,0cb8c332-8f0e-4eac-95ef-c6cc650ceb6c,african_storybook,Weather,https://africanstorybook.org/illustrations/covers/10261.png,,팀장 판단(해상도 동률 2권),38400,
161,title,cef54ff1-2c65-4128-a91f-686646f55116,african_storybook,Weather,https://africanstorybook.org/illustrations/covers/40040.png,,팀장 판단(해상도 동률 2권),38400,
162,title,19d11054-dcb2-4a8b-8f9c-f779f109f64c,gdl,What Does Anu See?,https://content.digitallibrary.io/wp-content/uploads/2022/03/httpsdigitallibrary.iowp-contentuploads20201015683-7c82e3c3967af7cd0fc0bc6c6c18d468-d49781e31071a190e0f19b52d2b12a39.jpg,Y,최대 해상도,440181,
162,title,dceba8aa-3865-47a3-9b47-96dd942a45c0,bloom,What Does Anu See?,https://s3.amazonaws.com/bloomharvest/librarian%40bloomlibrary.org%2f9fdf0e7f-9ed0-49a7-95a3-5514e4a6b5f7%2fbloomdigital%2fSWPB_144-what-does-anu-see_Page_02_Image_0001.png,,,171600,
163,title,4fe74f3e-0f66-4465-b41d-6291b443669e,gdl,What's In the Pot?,https://content.digitallibrary.io/wp-content/uploads/2023/04/35403-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,240975,
163,title,8836449c-5cca-4557-b277-c1897f86d63b,book_dash,What’s In The Pot?,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-whats-in-the-pot.webp,Y,오디오 보유,321489,
164,title,0bd47d70-0d63-4c2b-a6af-14cbe3be272a,gdl,What's Next,https://content.digitallibrary.io/wp-content/uploads/2023/04/35462-02a526e3718a8a48210b48220f03776d-coverImage.jpeg,,,5579044,
164,title,3f9d5f51-da93-4570-ad12-7c223ccbbe6f,book_dash,What’s next?,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-whats-next.webp,Y,오디오 보유,360000,
165,title,f439efa5-df10-4ba1-803e-fa949afe3e1b,gdl,Who's That Baby?,https://content.digitallibrary.io/wp-content/uploads/2023/04/34917-d05e2c60b94c428e076fbad0f2cc2778-coverImage.png,,,1585200,
165,title,2124c60b-0b1a-4af1-8514-c7dae96460e1,book_dash,Who’s that baby?,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/bookdash-whos-that-baby.webp,Y,오디오 보유,360000,
166,title,90921e87-b693-406d-9fe1-81a3261cb633,african_storybook,Zanele Situ: my Story,https://africanstorybook.org/illustrations/covers/9092.png,,,38400,
166,title,c2820fc8-380f-46a4-86c5-9cb18f1179a7,book_dash,Zanele Situ: My Story,https://bookdash.github.io/bookdash-books/zanele-situ-my-story/en/images/cover.jpg,Y,오디오 보유,610700,
