id,source_platform,title,cover_url,md5,공유그룹번호,사유
53e10dda-3748-4f4f-9fba-81243f755843,african_storybook,Big foot,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-35430.png,bb977c13251f7af532aef2ac39e3e936,15,바이트 동일 표지 2권 공유
e76409a3-7cd9-4531-8626-7a96242e2fff,african_storybook,Too Tall,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-38163.png,bb977c13251f7af532aef2ac39e3e936,15,바이트 동일 표지 2권 공유
9cd52216-3c06-490b-934f-1c57a668f4c1,african_storybook,My storybook,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-38125.png,e0a450b22a6146f747e049e64803fd16,16,바이트 동일 표지 2권 공유
a8c63012-fa4f-4ee1-ad9a-f1f673c05330,african_storybook,The Story of SimNom,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-35554.png,e0a450b22a6146f747e049e64803fd16,16,바이트 동일 표지 2권 공유
93a08a90-27d6-4459-8b05-17c202a2e086,african_storybook,Akhona and the Rainbow,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-38098.png,e4b0c1439a3cb6335a156886d1c16f2a,17,바이트 동일 표지 2권 공유
7cc14006-e366-4e7e-816a-201dda2f76a1,african_storybook,Drawing a rainbow,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-40252.png,e4b0c1439a3cb6335a156886d1c16f2a,17,바이트 동일 표지 2권 공유
15feb865-75a8-4bad-81ba-4adf9f3ab7f4,african_storybook,Sara's Canoe,https://africanstorybook.org/illustrations/covers/35250.png,e815a142f8c3061ae6fd81a9dfbd047a,18,바이트 동일 표지 2권 공유
f2cf58ee-fb49-4660-a359-28f77bbd0db8,african_storybook,Sara's Canoe,https://africanstorybook.org/illustrations/covers/35255.png,e815a142f8c3061ae6fd81a9dfbd047a,18,바이트 동일 표지 2권 공유
5f9a1c44-88c1-45d8-b75b-cad08ac1dc48,african_storybook,Amina and the Principal,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-35593.jpg,eaaceb0a79e22bb12a4c3051df0d7a21,19,바이트 동일 표지 2권 공유
7bdf547a-0ff7-4324-bf23-8c841eb33820,african_storybook,Healthy,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-39283.jpg,eaaceb0a79e22bb12a4c3051df0d7a21,19,바이트 동일 표지 2권 공유
65088445-1513-47b4-b6eb-6459f53176c8,african_storybook,SMARTIE KIDS,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-37353.png,f4892f04aa7daf1ffa7a0e51368f208b,20,바이트 동일 표지 2권 공유
b40a08b8-a727-440c-9f48-955801b31b98,african_storybook,The Town's People Learned A Le,https://zuwbshdvpnranzheswdn.supabase.co/storage/v1/object/public/book-covers/asb-35491.png,f4892f04aa7daf1ffa7a0e51368f208b,20,바이트 동일 표지 2권 공유
6b83b4bd-653e-4d19-a51c-21922f8f6bf6,african_storybook,The harden criminal in the village,https://africanstorybook.org/illustrations/covers/39834.png,,,다운로드 실패: HTTPError: 404 Client Error: Not Found for url: https://africanstorybook.org/illustrations/covers/39834.png
