id,coverN,old_cover_url
f991dc55-01e3-4364-82ad-7b134ac96d4d,38088,"https://africanstorybook.org/illustrations/covers/38088.png"
7fe01713-eb11-47cb-99e9-82595e380d23,38089,"https://africanstorybook.org/illustrations/covers/38089.png"
fe6d0204-e19a-4261-9949-a7fc6ae42f13,38092,"https://africanstorybook.org/illustrations/covers/38092.png"
93a08a90-27d6-4459-8b05-17c202a2e086,38098,"https://africanstorybook.org/illustrations/covers/38098.png"
e80b7954-c1ae-4708-94be-8a04c156d640,38111,"https://africanstorybook.org/illustrations/covers/38111.png"
1e4a52d6-00e9-4e01-abd5-9f20050d71d6,38116,"https://africanstorybook.org/illustrations/covers/38116.png"
9cd52216-3c06-490b-934f-1c57a668f4c1,38125,"https://africanstorybook.org/illustrations/covers/38125.png"
370273a8-d7df-4614-8c92-88a3f31e5eaa,38131,"https://africanstorybook.org/illustrations/covers/38131.png"
20862255-e986-4f6c-a95c-b12b8cfb61f5,38137,"https://africanstorybook.org/illustrations/covers/38137.png"
3fab878d-3d47-4b90-8a23-67570644ae6f,38138,"https://africanstorybook.org/illustrations/covers/38138.png"
1d4559f8-e6b8-4157-84af-cbe4ef96bca8,38140,"https://africanstorybook.org/illustrations/covers/38140.png"
fee3fb6b-bbce-4bda-86f6-169271d0e0d2,38145,"https://africanstorybook.org/illustrations/covers/38145.png"
2fa8fe7c-8535-4354-98a0-9b2db942a94c,38147,"https://africanstorybook.org/illustrations/covers/38147.png"
e21763a1-6b07-45ff-bbc4-941aa573c9ae,38152,"https://africanstorybook.org/illustrations/covers/38152.png"
e76409a3-7cd9-4531-8626-7a96242e2fff,38163,"https://africanstorybook.org/illustrations/covers/38163.png"
cd3dfb0d-30ee-4c9d-8639-84f526cbef4f,38165,"https://africanstorybook.org/illustrations/covers/38165.png"
85447802-25b3-4088-b126-9e2c6ef001af,38171,"https://africanstorybook.org/illustrations/covers/38171.png"
8977ac70-0cac-4bdd-bcdf-fa328e3b743e,38181,"https://africanstorybook.org/illustrations/covers/38181.png"
a5181a1c-a5d6-4331-bcc2-027aa8f4e40d,38188,"https://africanstorybook.org/illustrations/covers/38188.png"
12ac4b70-0ab2-4c75-8787-dd171f900dd4,38189,"https://africanstorybook.org/illustrations/covers/38189.png"
6378758e-a0b9-4d87-a06c-fc541e1b67cb,38193,"https://africanstorybook.org/illustrations/covers/38193.png"
6e96736f-8fd9-4f2b-ad66-e2d646a7cccc,38195,"https://africanstorybook.org/illustrations/covers/38195.png"
